8.3829,8.7385
8.021,8.8614
3.6996,6.2186
3.6281,4.7972
2.7174,3.1789
2.5947,3.7126
9.9439,10.607
0.46263,0.95165
6.7633,7.2986
5.0168,6.075
1.1329,2.5204
4.6131,5.577
7.1863,7.5398
9.606,10.225
5.289,7.1753
9.3542,10.026
9.8959,10.668
4.6572,6.285
3.638,3.9738
0.90336,2.256
8.442,9.2236
4.1371,4.7747
7.5736,9.0558
5.5403,6.6107
4.7624,5.9275
2.6659,3.8341
1.3528,2.4611
0.77701,1.3494
8.4659,8.8867
3.3704,4.6323
6.7399,7.4681
1.0443,2.8822
5.8737,6.7255
1.148,2.3385
2.4935,4.4322
4.1417,5.1186
7.1547,8.3329
8.6967,9.6006
8.1543,9.9199
2.3245,3.4523
3.4634,5.0455
9.6061,10.427
3.0131,3.2068
1.542,2.5267
7.4444,9.0457
2.8289,4.2066
3.2884,4.1763
0.013319,1.0118
5.6391,6.1734
4.4413,5.7928
1.6136,2.2078
7.0346,8.2007
5.4403,5.874
2.5462,3.5905
3.9311,5.721
2.4462,3.5067
5.8269,7.0312
0.52743,1.3915
6.0229,6.3929
0.39971,2.0439
8.6241,10.37
3.4311,4.6045
1.1223,2.3143
5.9343,7.0974
6.3008,6.6045
7.8138,8.8802
7.3651,8.729
7.916,8.3
6.4871,8.0364
9.1191,9.6842
6.0608,7.0097
7.3645,7.931
7.1325,7.9684
6.8999,8.3816
9.1987,9.7466
9.6955,10.909
3.2893,4.1897
0.94816,2.0554
8.0653,8.8558
6.8273,8.4356
1.7325,3.4939
4.8101,5.8412
9.3934,9.4283
1.3807,2.4119
6.5965,8.2841
1.9404,3.0193
6.2648,7.0833
6.2074,7.1568
4.4098,3.9095
6.5895,7.4793
4.4715,5.2392
8.516,9.3211
7.0733,8.0417
4.2855,4.5927
6.202,6.4092
6.4119,7.7083
8.8775,9.5306
9.936,10.692
7.2835,8.6378
5.0582,5.8988
0.48929,1.8397
1.0822,2.2
8.583,9.4296
9.1594,10.102
6.7166,7.2219
4.6234,5.9335
9.6139,11.122
0.79917,2.1468
3.8591,5.046
0.16436,0.81426
5.9191,6.0916
5.6824,6.4261
0.12271,1.7444
5.8981,7.2077
3.6022,4.3857
0.25435,0.7697
9.7858,10.261
1.3219,1.8698
5.5058,6.3787
8.6344,9.4393
6.8254,7.42
0.34969,0.79741
4.402,5.3673
4.3983,5.5043
7.6611,8.5716
9.9984,10.076
2.5747,2.7511
8.8581,10.064
0.49722,1.3144
3.3166,3.7562
7.2955,9.4947
4.987,6.5358
5.4666,6.7806
2.2464,3.238
1.2298,2.1586
4.8521,6.9015
8.7404,9.2762
6.4143,7.8308
4.4824,5.7446
1.3714,2.6759
1.4116,2.3682
9.826,11.728
9.7188,11.265
4.2889,4.5259
7.5604,8.7187
5.5859,6.8763
7.5665,8.4796
9.7592,10.854
0.41874,2.0708
3.51,4.6221
4.7665,6.6166
1.7494,2.2969
3.559,4.3286
8.8847,9.7529
0.69153,1.928
0.92747,2.1339
2.058,3.5274
6.152,7.4537
2.7343,3.8959
7.4779,8.8278
3.0573,4.7275
7.6544,9.0607
2.5289,2.7124
6.7102,7.2718
1.3191,1.3554
9.4245,11.367
4.4458,5.2775
3.58,4.5381
1.698,1.8102
4.9907,5.6041
4.5217,5.9953
0.66216,1.1237
8.8788,10.753
9.0778,9.3348
7.8265,8.2063
4.7194,5.9344
7.9614,8.2006
8.7565,8.5205
6.7225,7.9723
0.70383,1.1042
1.2447,1.9926
4.2537,5.0109
7.8267,9.4461
5.8915,6.968
4.7214,5.7496
0.33788,1.4294
1.8007,1.7742
9.3182,10.012
5.9076,6.9401
5.0634,5.8742
2.1844,2.8333
9.5205,10.578
3.6226,3.3598
4.5855,4.5365
8.3081,9.1916
7.9067,8.0182
4.4102,5.1021
6.2403,6.9899
9.5551,10.383
6.6348,7.7748
2.6649,3.7003
7.2315,8.633
5.6108,6.5303
9.7298,11.273
3.0087,4.4177
4.9702,6.0784
2.8395,4.8084
0.74208,1.6927
1.114,2.361
0.75307,1.8108
9.9619,11.621
5.996,6.3469
7.8897,8.44
8.6127,9.4565
8.2707,9.2045
9.3692,10.276
0.35853,1.1122
1.3971,1.9703
7.2544,7.4907
8.7209,8.9099
3.741,5.1311
2.1619,2.1154
5.7601,6.9136
0.25647,1.2905
0.43505,1.6662
9.3345,9.798
4.0165,5.1366
7.8492,8.8528
2.4263,3.838
6.0854,6.783
8.9318,10.862
6.2942,7.8293
9.2415,10.335
9.958,10.972
1.5009,2.0276
0.24797,1.552
9.1126,10.386
1.48,2.9059
0.89943,1.8905
7.1569,8.6107
1.7501,2.446
1.5972,1.8162
4.7893,5.2798
9.4873,11.227
7.4107,8.7337
6.7233,7.0991
0.70345,1.5801
3.0611,4.23
9.3683,10.234
8.5694,10.356
8.9085,9.8835
5.8859,6.7264
1.6259,2.3466
1.7605,2.5409
7.4756,8.4179
9.4529,9.4309
6.5798,8.0126
5.4383,6.3546
5.9765,7.7987
2.346,3.9128
8.1977,8.616
7.885,9.1659
5.8906,6.3549
4.3626,4.8435
5.4974,6.3174
3.5297,3.7967
9.9579,10.388
3.6496,4.7239
9.6617,10.013
0.24741,0.45391
7.7784,9.4872
4.4018,5.9214
6.305,7.8721
3.1402,4.4041
9.2182,10.183
2.2332,3.8935
3.7449,5.58
3.0814,3.8229
0.37822,2.3934
6.0517,6.2188
8.3586,8.5613
5.8825,6.5901
3.6345,4.3734
1.3989,2.654
1.1653,2.5234
9.8122,10.457
5.4169,6.8925
0.8651,2.2141
2.561,2.8341
2.0978,3.3905
3.1461,4.6847
9.0375,9.5284
5.207,5.9303
1.6224,3.1217
1.4361,3.534
0.64053,1.467
8.5465,9.3844
9.7446,11.009
9.2903,10.161
4.0952,4.665
9.0161,9.3916
4.845,5.0154
4.6967,6.6342
1.6783,2.8845
0.82858,1.9861
6.3316,7.5003
3.1098,3.712
4.6635,5.9308
2.1107,3.7067
0.014457,0.20029
7.9761,9.1575
3.6805,4.7632
0.15138,1.302
7.1498,8.1444
2.1858,3.384
6.8872,7.3348
2.4601,3.7098
2.6608,3.7581
1.3207,2.1423
3.4421,4.6864
7.5439,8.2784
8.8924,9.6554
7.1044,8.331
2.4648,3.2474
4.5139,4.7387
9.3122,9.5103
6.1567,6.7633
2.5829,4.5168
6.311,8.4596
6.9553,7.9219
4.0366,4.259
1.9348,2.9373
3.0707,4.4157
6.9295,9.2162
6.3036,8.1665
2.4982,3.2978
0.43422,0.83529
5.3145,6.068
1.762,2.1957
5.219,6.8837
8.7128,9.501
6.1361,7.0469
2.7143,3.277
8.5454,9.8752
1.5746,2.1131
2.5942,3.9573
6.7058,7.207
2.2596,3.3989
8.2597,9.0176
3.241,4.6105
4.8839,5.5188
7.6372,8.2756
7.3768,7.8751
6.3603,7.2956
2.4914,3.2418
7.3432,8.0659
3.3951,4.8618
3.0277,4.6744
1.2714,2.0959
0.1014,2.0578
9.2493,10.673
9.1001,10.965
3.8215,4.3181
7.0139,7.7618
6.7234,8.1914
1.2767,2.6106
2.0097,3.6837
9.0283,10.199
8.9184,10.1
3.7768,4.6172
2.5019,3.2275
6.027,7.3494
6.2545,7.3482
0.19683,1.1787
8.1973,9.448
5.1794,5.8034
9.0943,9.5906
1.1862,2.5171
9.4615,10.604
9.2704,9.3911
0.94805,1.5752
4.1526,4.152
3.2286,4.571
8.4625,9.6958
9.4795,10.556
7.2922,8.5344
6.8385,7.5048
6.4141,7.1764
3.1588,4.1834
7.3215,8.8571
1.5765,2.8511
7.6007,8.5733
0.9191,2.48
9.6765,10.653
6.0897,6.7936
8.9495,10.403
1.9415,3.0991
9.8806,10.331
2.4131,2.8666
2.2342,2.8684
4.02,5.472
7.8091,9.1102
8.3921,9.4199
4.095,5.0056
4.024,5.1204
7.7175,9.3927
2.4912,3.8678
8.6574,9.3892
6.8219,7.7298
9.7739,11.041
1.8552,2.666
2.1618,3.7245
3.1292,4.3051
7.5201,9.2374
3.6774,4.558
6.0446,6.8428
3.8343,5.8338
5.5049,5.7174
3.8544,4.4793
6.6544,8.0722
0.14714,1.7965
8.1312,8.5453
3.4986,4.9073
7.1552,8.5576
9.5889,11.254
5.0742,6.4606
6.6617,7.8403
4.2947,4.8909
8.495,10.147
6.5423,7.9116
5.0426,5.5793
3.6852,5.007
6.8525,7.483
0.99208,1.3305
0.47647,1.2582
8.6934,9.7185
6.5187,8.1104
6.1046,6.9945
4.2195,5.2805
5.0371,6.2114
1.6414,2.0574
0.93172,1.784
6.8532,7.6869
1.4267,2.0657
5.2871,5.6906
0.035728,0.48214
4.2506,5.0817
2.2434,2.9177
6.5994,8.3294
5.031,5.6732
6.0006,7.0136
2.0017,2.815
1.374,3.1676
0.23789,1.9598
9.3954,10.115
6.955,8.3156
5.5423,6.2201
2.9541,4.4124
0.42632,2.508
8.5376,9.361
5.9668,6.5758
0.18527,0.58121
9.3319,10.903
0.097883,1.3827
6.4096,7.8314
7.8869,8.7702
5.265,5.814
2.9125,3.6181
6.2833,6.9738
4.2547,4.8118
5.4637,6.4704
1.908,2.7667
7.4449,8.9957
2.1286,2.8816
1.0012,2.4025
8.9638,9.4599
8.2234,10.184
8.8278,9.9119
0.88124,1.8682
7.0019,7.7995
1.7022,2.4338
8.3304,9.0876
7.2806,8.1038
7.7589,9.4045
7.635,8.9026
0.57099,1.5751
6.0985,6.5951
8.9847,9.1361
5.1613,7.0694
5.0617,5.9891
2.5562,3.4864
9.716,10.15
5.8112,7.1175
9.6839,10.231
0.41438,1.8566
1.8863,1.7062
5.1976,6.408
6.4085,7.5003
3.4073,4.6577
6.4833,7.3182
3.5544,3.3476
8.5043,9.0229
5.428,7.7856
6.7308,8.22
2.5657,3.166
1.2134,2.4554
0.40606,1.6387
8.8794,8.6458
7.5319,8.3721
8.0208,8.0062
4.4141,5.9951
0.75173,2.2263
1.5423,3.2851
2.4724,4.4945
0.79226,1.8323
8.5316,9.2677
1.5718,2.7198
6.1666,7.2766
5.2845,6.2013
1.9122,2.8218
7.5975,8.0872
6.15,7.1728
1.5206,1.8455
4.5464,5.6784
6.821,8.1303
2.8126,4.1477
6.2486,7.6982
9.4173,10.682
5.668,7.1083
6.9312,7.9247
9.7859,10.594
8.9912,10.689
6.4848,6.5625
9.8292,10.275
1.6381,2.2398
5.0979,6.3912
6.2735,6.5886
8,8.9779
4.1777,5.4286
0.54834,1.3811
5.1914,6.5293
1.3453,2.6636
3.6697,5.8631
6.9662,7.2616
1.2958,2.028
7.8585,9.3483
0.50309,1.4278
8.1562,9.0284
8.6694,9.3165
1.969,3.5526
6.0739,7.4602
9.9668,11.404
0.42374,1.5236
1.3882,1.494
2.2295,4.2933
5.8301,6.431
6.7111,7.9904
7.232,9.0287
5.0444,6.1194
6.4463,7.3887
0.36369,1.7205
1.9385,2.7672
7.4955,8.1343
3.0818,2.9698
7.4905,8.3861
8.5204,9.5968
0.99355,2.7498
5.9778,7.3249
7.206,8.7264
5.6871,6.5795
2.3511,4.0479
9.1064,10.568
9.5062,10.333
5.1632,6.2105
7.0709,7.3436
7.988,8.5562
1.9969,3.1758
1.0684,1.6626
6.1857,7.0843
0.22224,1.8374
0.37562,1.028
1.1536,2.097
8.187,8.6489
3.769,5.1363
2.2916,3.5689
3.6814,3.9303
1.7454,2.3143
7.7478,8.4703
3.3003,2.9762
3.1578,3.5237
7.2459,7.8522
5.8495,7.1251
7.7776,8.6633
3.5958,4.0273
1.8473,2.7174
5.7369,7.1085
4.8309,5.7651
4.2163,4.5569
3.1733,5.6768
9.7257,10.849
2.5822,4.3407
5.671,8.0173
3.5207,5.1429
3.1203,4.0638
0.093976,0.069203
6.6813,6.9136
8.8569,9.623
4.2132,5.2877
8.5858,10.496
9.4799,11.679
3.7611,5.19
2.0329,2.4064
1.7917,2.6935
3.0629,5.1799
8.5031,9.5146
5.256,6.224
8.2844,8.7918
1.0688,2.24
6.1714,6.8996
5.6683,6.8859
2.6094,4.1777
0.023081,1.9059
2.8726,3.8642
8.2127,10.443
8.9512,10.855
9.9581,10.535
0.084384,1.918
7.3284,8.5721
0.84617,1.3869
6.3335,7.9688
8.0509,9.5255
8.2996,9.5951
5.6722,6.725
2.6004,3.063
7.8453,10.049
1.6921,3.3391
2.7426,4.5933
0.049032,1.2945
3.9756,4.7717
0.26552,1.861
8.547,8.8569
2.0489,3.2781
8.6035,9.2422
0.56125,1.5765
2.2351,3.5683
0.45281,1.9192
7.5099,8.334
6.9806,7.8322
9.1879,8.9303
9.0892,9.3522
8.0552,10.09
9.9968,11.175
8.0077,9.2853
3.2292,3.5944
0.25145,1.0481
7.3282,7.318
4.7279,4.9268
3.9259,4.1559
8.6001,8.6449
0.57462,0.87596
3.8455,4.22
1.4184,2.0211
0.45681,2.0698
6.9799,8.9797
9.1351,9.7391
3.8355,4.9817
2.4311,3.3484
9.071,9.4811
7.0202,7.5073
8.9564,9.0151
9.4797,10.918
9.3669,10.351
9.9679,11.506
3.9694,4.5943
6.5994,7.3955
8.2295,9.4955
6.2237,7.2141
7.0051,8.7246
4.8952,5.4601
5.0882,6.832
7.7971,8.6307
0.40486,1.3322
9.0101,9.7844
7.3205,8.0501
6.1578,7.9989
7.5519,8.151
2.8447,4.4866
2.0625,2.9923
6.5219,7.4875
9.2812,10.355
8.0457,9.0088
3.5044,3.8405
2.7019,3.2023
7.4462,8.6637
7.2299,8.0896
8.5672,9.659
9.1882,10.526
2.6901,3.7642
6.8815,7.6642
6.18,7.1383
0.71553,2.3964
1.884,3.2212
3.3557,4.7573
3.1105,4.563
4.202,5.68
0.87739,1.493
5.5987,7.8443
6.6763,7.5993
1.153,2.1737
3.1566,3.4042
9.808,11.35
8.8587,10.145
0.22758,1.3235
8.6329,9.942
2.4499,3.8828
4.336,5.5153
1.3538,1.0892
2.156,3.1022
7.7473,8.6643
0.87186,2.0895
4.0038,4.8534
5.9011,6.9734
1.9652,3.0135
6.9681,7.8808
5.9297,7.2672
4.6419,5.6844
2.4115,3.8503
4.1277,4.8304
7.7049,9.4998
0.35339,0.92709
6.0755,6.9312
0.79474,1.0528
4.1538,4.8304
9.8548,11.487
8.4265,9.6631
0.52403,1.0461
7.2752,8.5282
1.1496,1.7895
4.8538,4.7987
8.6859,9.4152
0.16704,2.1616
8.1891,9.2968
7.8387,7.8478
1.9371,3.2929
9.1284,11.109
6.8369,7.8161
8.8839,9.8089
7.1287,8.4318
4.8489,5.4329
8.3322,9.4869
0.90746,3.1851
0.25492,0.81509
3.3573,4.3947
4.8692,6.0783
2.2536,3.4773
5.5471,6.9861
6.8115,7.7076
8.3494,8.9755
8.9587,9.9271
4.376,4.4075
3.9966,4.8871
4.4012,6.5171
3.0963,3.8141
4.4695,5.655
9.6439,10.903
4.6235,5.8275
4.9599,5.9993
0.2154,0.89133
1.9229,3.1059
8.9813,10.109
3.8929,4.9804
1.0205,2.3321
3.497,4.4119
1.7855,2.1892
2.4909,3.1058
6.4098,7.7664
9.7575,11.283
9.2066,9.8888
0.53807,0.86304
9.0308,9.5143
1.9,3.4156
9.9262,11.395
3.265,4.6666
2.2754,3.772
9.4371,10.423
8.1085,9.1891
9.2444,10.611
7.185,8.6559
8.7926,11.094
8.6506,9.159
3.5743,4.6316
1.3628,2.5873
8.0578,8.4672
6.8112,7.0539
4.3139,5.3971
9.4712,10.111
9.5117,10.512
0.32081,0.83385
2.7617,3.7119
0.67753,1.7293
8.2695,8.1367
3.9632,5.3506
5.8118,5.7824
3.4353,4.5657
9.7121,10.723
6.0341,7.1525
6.6764,8.455
8.6333,8.8462
4.2009,4.8498
0.73411,1.3446
8.714,10.506
6.9465,8.619
8.4142,9.7758
6.7625,6.9668
7.014,7.7787
8.9542,10.223
5.8741,7.0543
3.252,3.9201
9.9485,11.719
2.0754,2.7806
2.8625,4.0605
8.3311,10.353
7.7025,9.5888
2.0058,2.9055
7.6477,9.0338
6.1592,8.0192
9.6427,10.157
5.0369,6.5297
4.787,6.7414
5.857,7.3728
9.7959,11.429
3.491,4.4917
2.61,2.9533
5.8994,6.5281
7.4538,9.2461
0.81984,1.8567
3.7496,5.1728
0.87008,1.3512
3.1815,3.2741
4.5323,4.4838
1.6108,2.7536
0.59868,0.50918
4.4487,6.1763
2.8527,4.4355
1.9918,3.1458
5.0981,6.6217
0.19478,1.1413
8.301,8.3832
2.0039,2.9408
4.2656,4.9266
7.3309,8.9634
5.268,6.442
2.693,3.8997
7.6784,8.4911
9.5441,10.097
1.1769,2.3171
0.24888,1.0298
4.2204,5.9167
0.64384,1.4602
1.256,1.8583
0.92418,1.815
2.3269,3.8679
2.1119,2.8284
6.0981,7.0504
3.9453,4.2063
7.267,8.328
9.613,10.421
7.5022,8.2777
0.7874,1.8597
